UserId,AppId,Recommendations,PlaytimeForever,Playtime2Weeks,MetacriticScore,FinalPrice,Publishers,Developers,Categories
ID76561198036337204,App247020,2875,50,0,0,249,[Vertigo Gaming Inc.],[Vertigo Gaming Inc.],2-24-22-28-29-23-25-
ID76561198036337204,App247370,247,0,0,0,999,[Good Shepherd Entertainment],[Renegade Kid],2-22-29-18-23-25-
ID76561198036337204,App225080,28028,107,0,90,1499,[505 Games],[Starbreeze Studios AB],2-28-
ID76561198036337204,App239030,23112,1492,0,85,999,[3909],[Lucas Pope],2-22-29-23-15-25-
ID76561198036337204,App231040,354,0,0,75,999,[Threaks],[Threaks],2-22-28-29-23-15-25-
ID76561198036337204,App239070,3189,238,0,72,999,[Crackshell],[Crackshell],2-1-9-24-27-22-29-30-18-17-
ID76561198036337204,App248370,0,0,0,0,699,[Libredia Entertainment],[Chronic Logic],2-23-
ID76561198036337204,App248390,6991,148,0,0,1899,[Black Maple Games],[Dekovir Entertainment],2-1-9-22-29-30-23-17-
ID76561198036337204,App248470,304,0,0,0,999,[Saibot Studios],[Saibot Studios],2-22-28-29-31-23-
ID76561198036337204,App248650,632,48,0,0,399,[Hitcents],[Hitcents],2-22-29-23-15-
ID76561198036337204,App248820,16578,93,0,77,999,[Chucklefish],[Hopoo Games],2-1-9-24-22-29-18-
ID76561198036337204,App239350,8244,319,0,90,1499,[Mossmouth],[],2-24-22-28-29-25-
ID76561198036337204,App236850,35093,25294,0,87,3999,[Paradox Interactive],[Paradox Development Studio],2-1-27-22-29-30-23-
ID76561198036337204,App47790,2060,0,0,72,1999,[Electronic Arts],[Electronic Arts],2-1-
ID76561198036337204,App47830,2060,0,0,72,1999,[Electronic Arts],[Electronic Arts],2-1-
ID76561198036337204,App249550,217,0,0,0,999,[Silk Games],[Silk Games],2-1-20-9-38-
ID76561198036337204,App249610,0,0,0,0,299,[Evolutionary Games],[Evolutionary Games],2-1-9-22-29-23-15-
ID76561198036337204,App235600,10214,0,0,0,2999,[Ubisoft],[Ubisoft Toronto],2-1-9-
ID76561198036337204,App239820,25151,3329,0,68,999,[Greenheart Games],[Greenheart Games],2-22-29-30-23-
ID76561198036337204,App225280,466,18,0,0,1299,[Over The Top Games],[Over the Top Games],2-1-9-22-28-29-23-25-
ID76561198036337204,App239200,4246,0,0,72,1999,[Frictional Games],[The Chinese Room],2-28-13-23-
ID76561198036337204,App250180,4149,0,0,0,399,[SNK CORPORATION],[SNK CORPORATION DotEmu],2-1-9-22-28-29-23-25-
ID76561198036337204,App250320,17416,0,0,85,1499,[Telltale Games],[Telltale Games],2-22-28-
ID76561198036337204,App250340,3117,0,0,0,999,[Step 1 Games LLC],[Eric Hartman Ben Garney Anthony Rotondo],2-1-22-29-
ID76561198036337204,App250380,796,0,0,57,999,[Ice-Pick Lodge],[Ice-Pick Lodge],2-22-28-29-
ID76561198036337204,App250460,521,0,0,0,999,[Headup Games],[ClockStone],2-22-23-25-
ID76561198036337204,App250620,3385,40,0,66,1699,[Krillbite Studio],[Krillbite Studio],2-22-28-29-23-
ID76561198036337204,App214550,0,26,0,0,699,[Klei Entertainment],[Klei Entertainment],2-22-29-30-23-17-
ID76561198036337204,App250900,62766,73789,138,0,1499,[Nicalis Inc.],[Nicalis Inc.],2-24-22-28-29-23-
ID76561198036337204,App251430,267,0,0,72,1499,[Headup],[Studio Fizbin],2-22-29-
ID76561198036337204,App251470,1582,0,0,87,1499,[Matt Makes Games Inc.],[Matt Thorson],2-24-22-28-29-23-15-
ID76561198036337204,App251730,1646,0,0,0,2399,[Almost Human Games],[Almost Human Games],2-22-29-30-23-17-
ID76561198036337204,App251770,379,0,0,0,499,[Nightdive Studios],[Acclaim Studios Teeside],2-
ID76561198036337204,App251830,295,0,0,83,799,[Ripstone],[Zoink Games],2-22-29-18-23-
ID76561198036337204,App251910,0,0,0,0,999,[Firebrand Games],[Firebrand Games],2-22-28-29-23-25-
ID76561198036337204,App251990,4757,280,0,67,349,[Hanako Games],[Hanako Games],2-22-28-29-
ID76561198036337204,App252310,404,0,0,76,999,[Studio Evil],[Studio Evil],2-22-28-29-25-
ID76561198036337204,App252330,4075,0,0,65,999,[Blue Isle Studios],[Blue Isle Studios],2-22-29-18-23-15-25-
ID76561198036337204,App252370,330,0,0,0,499,[Wadjet Eye Games],[],2-22-29-14-
ID76561198036337204,App252410,2820,0,0,76,999,[Image & Form Games],[Image & Form Games],2-22-28-29-23-
ID76561198036337204,App252490,204203,0,0,69,3499,[Facepunch Studios],[Facepunch Studios],1-36-20-9-38-27-22-29-30-35-8-15-
ID76561198036337204,App700580,204203,0,0,69,3499,[Facepunch Studios],[Facepunch Studios],1-36-20-9-38-27-22-29-30-35-8-15-
ID76561198036337204,App252570,311,0,0,0,599,[Digital Tribe],[Dirigo Games],2-22-29-
ID76561198036337204,App252630,1326,0,0,77,1499,[Minor Key Games],[Minor Key Games],2-22-28-29-23-25-
ID76561198036337204,App252670,1953,0,0,75,799,[BeautiFun Games],[BeautiFun Games],2-22-29-23-
ID76561198036337204,App252950,190732,18,0,86,1999,[Psyonix Inc.],[Psyonix Inc.],2-1-9-24-27-22-28-29-30-23-15-
ID76561198036337204,App253030,1432,0,0,79,999,[Flippfly LLC],[Flippfly LLC],2-22-28-29-30-23-15-25-17-
ID76561198036337204,App253330,1239,0,0,68,1499,[Infinitap Games],[Infinitap Games],2-22-28-29-13-23-
ID76561198036337204,App253410,122,0,0,0,699,[Crescent Moon Games],[Crescent Moon Games],2-
ID76561198036337204,App253430,4442,0,0,0,399,[DigitalDNA Games LLC],[DigitalDNA Games LLC],2-1-36-9-38-22-
ID76561198036337204,App253570,0,0,0,0,499,[Blazing Griffin],[Lucky Frame],24-29-18-
ID76561198036337204,App253750,1347,0,0,84,499,[Treasure],[Treasure],2-24-22-28-29-23-25-
ID76561198036337204,App253900,1358,0,0,0,699,[Topware Interactive],[Topware Interactive],2-1-29-
ID76561198036337204,App254000,1358,0,0,0,699,[Topware Interactive],[Topware Interactive],2-1-29-
ID76561198036337204,App254040,1358,0,0,0,699,[Topware Interactive],[Topware Interactive],2-1-29-
ID76561198036337204,App254060,200,0,0,0,699,[Topware Interactive],[Reality Pump],2-1-36-27-29-23-
ID76561198036337204,App234000,200,68,0,0,699,[Topware Interactive],[Reality Pump],2-1-36-27-29-23-
ID76561198036337204,App255280,762,0,0,0,999,[Daedalic Entertainment],[Daedalic Entertainment Irresponsible Games],2-22-29-23-
ID76561198036337204,App238910,244,0,0,71,999,[Arcen Games LLC],[Arcen Games LLC],2-22-29-23-
ID76561198036337204,App233130,11642,0,0,73,3999,[Devolver Digital],[Flying Wild Hog],2-22-28-29-13-23-
ID76561198036337204,App39690,966,1,0,63,1999,[THQ Nordic],[Spellbound Studios],2-
ID76561198036337204,App50650,966,0,0,63,1999,[THQ Nordic],[Spellbound Studios],2-
ID76561198036337204,App65530,0,0,0,55,299,[THQ Nordic],[Mind Over Matter Studios],2-1-9-
ID76561198036337204,App214870,1828,0,0,64,1999,[THQ Nordic],[The Farm 51],2-1-9-24-22-29-30-18-23-25-17-
ID76561198036337204,App257830,461,43,0,61,999,[Forever Entertainment S. A.],[Forever Entertainment S. A.],2-22-28-29-23-
ID76561198036337204,App257890,461,0,0,61,999,[Forever Entertainment S. A.],[Forever Entertainment S. A.],2-22-28-29-23-
ID76561198036337204,App257990,518,0,0,66,499,[Awesome Games Studio],[Awesome Games Studio],2-22-28-29-23-25-
ID76561198036337204,App258090,0,0,0,0,499,[Fruitbat Factory],[TORaIKI],2-22-29-23-15-25-
ID76561198036337204,App262300,0,0,0,0,1499,[Fruitbat Factory],[TORaIKI],2-
ID76561198036337204,App238010,11640,0,0,91,1999,[Square Enix Feral Interactive (Mac)],[Eidos Montreal Feral Interactive (Mac)],2-22-29-13-18-23-14-
ID76561198036337204,App235980,184,0,0,72,999,[Swing Swing Submarine],[Swing Swing Submarine],2-22-28-29-23-
ID76561198036337204,App231720,0,0,0,0,499,[Lucky Frame],[Lucky Frame],2-22-29-23-15-25-
